,story_id,title,content
333,74,Mom’s ex-boyfriend.,"My mom dated her high-school sweetheart for more than 10 years. I grew up with him as a father figure of sorts. I was 15 at the time and lived with them during school days then slept at my grandparents’ during weekends. I had gone on a weekend vacation with my grandfather in another city. When I came back home they told me their apartment was haunted. Theirs is a very small apartment. When you open the front door you’re immediately in the living room-slash-kitchen. The 60sqm room is separated by a countertop with barstools, which serves as the dining table. Right beside the fridge is the door to the bathroom. You can basically see everything in the room if you stand in any one corner. Meanwhile, there’s a small spiral staircase like this leading to the bedroom. The staircase is directly beside their living room couch. For reference, I’ll put a drawing below: My mother and her boyfriend (let’s call him Ken) had a fight. She made Ken sleep on the couch while she slept in their bedroom on the second floor. All the lights were turned off except for the front porch light outside. Ken said he reckons it was around midnight when he began to doze off on the couch. Suddenly he saw my mom descend the spiral staircase precisely in front of him. It was somewhat dark so all he could see was her long hair and plain white night gown. Ken thought it was a bit strange for my mom to wear that nightgown, as he had never seen her wear it before. He saw my mom pass him on the couch and walk to the bathroom door. Even in the dim lighting of the room he could see her touch the bathroom doorknob and then pause to look at him. He couldn’t see her face, but he saw her head turn towards him and felt her eyes staring at him before she went in the bathroom. He closed his eyes and heard the bathroom light switch being flicked on. Around fifteen minutes had passed and it dawned on Ken that my mom still had not finished using the bathroom. He called her name to make sure she was okay, “Em?” No answer. “Emma?” Still no answer. Ken began thinking maybe my mother was sick and had fainted so he stood up and crossed the room. He noticed no light was spooling from under the bathroom door despite him being certain he had heard my mom switching it on. When was in front of the bathroom, he noticed the door was ajar a couple of inches, but the light was not turned on. “Em?” he called again. Silence. He yanked the door open and switched on the light. The bathroom was empty. He felt goose bumps rise on his skin and he ran! He ran up the stairs and went into the bedroom where he saw my mom sleeping soundly in a colored shirt… He hurriedly climbed on the bed and yanked the blankets over his head, which woke up my mom. My mom, annoyed, asked him, “What are you doing here? Go back to the couch!” “There were a lot of mosquitoes,” Ken lied without looking at her. Mom let it go and went back to sleep. Next morning when I arrived from my vacation, he told her the truth. One night a couple days later my mom was at work when I was cleaning the living room. I lifted the cushions on the couch and saw there was a gun hidden there. I asked Ken why it was there and without answering, he looked at the bathroom door and I understood."
347,75,My uncle.,"Do you know why my mom and I didn’t question Ken’s story? Well the year before, her brother had come home to visit. My uncle had moved to New Zealand and was visiting family for the holidays. My grandparents’ house was getting renovated at the time whereas my mom’s apartment didn’t have a place for him, so my uncle stayed at my grandmother’s hotel, which, as you can guess, is right beside my mom’s apartment. It was my uncle’s second night at the hotel. He was staying at a room close to the reception desk. It was just after dinner and he was relaxing on the bed watching TV when suddenly the channel changed. And changed again. And again. And again. He saw the remote was untouched on the coffee table beside the bed. The TV screen turned to static. Scared, my uncle grabbed the blanket and pulled it over his head. That’s when he felt someone forcefully yanking the blanket from his body. The blanket fell on the floor. There was nobody else in the room. My uncle ran outside and yelled for help. The hotel staff came and asked what was wrong. When he told them what happened, they laughed and said this was normal. Apparently, there was a woman’s ghost haunting the hotel and everyone had already either seen it or experienced something creepy. Do you know what they said she looked like? Long black hair, plain white night gown."
353,76,The hotel employees and grandparents’ house-help.,"The hotel’s employee bathroom was a row of toilet and shower stalls with individual doors which didn’t go all the way up so you could still see people if they were standing on the other side. One of the hotel employees recounted he was using one of the stalls when he heard someone come in. He was on the toilet doing his business when he happened to look up. The ghost lady was peeking from the door, looking right at him. In the Philippines, it’s typical for a household to have live-in help or housemaids. My grandparents have a huge two-story four-bedroom house. During this time they employed three female housemaids and one male house driver. One evening they were having dinner in the maids’ quarters (which is a separate area from the main kitchen where you could clearly see out into the backyard where there was an altar for a crucifix) when one of the maids said, “Who is that out there? Is that madame lighting candles at the altar?” The driver froze and said, “That’s not madame.” Middle of the evening, pale almost glowing skin, white dress, long black hair… then seemingly disappeared. They all attest they saw a lady ghost walking in the backyard. The maids once told me they could hear disembodied voices in my grandparents’ big house. Like sometimes they would hear someone talking in the dining room and go there only to see it’s empty. A couple of times they would hear my grandma yell their names from the office or the master bedroom. However when they went to my grandma and asked what she needed, my grandma would be confused and say she didn’t even call for them in the first place. My childhood nanny, who was one of our maids, ended up marrying the house driver and getting pregnant. At the time, though, they kept this a secret from my grandparents so they were still sleeping in different rooms – a room for male help and a different room for female help. Let’s call our three female maids Anne (pregnant), Jessica, and Norma. Norma had her day off and went to visit her family so it was only Anne and Jessica in their bunk-bed bedroom. Around 1 A.M. Jessica woke up to a strange sound outside their window, which, again, is situated near our backyard. It sounded like something with long claws or nails was scratching at the windows. “Anne, are you awake? Do you hear that?” “Yes.” Along with the scratching, they heard a weird high-pitched laugh-like sound that they described as almost inhuman; somewhat like the sound of a bat except the volume of the scratching and screeching became so loud that it definitely was made by something much bigger than a bat. Kind of like the cackling sound of a witch in the movies, but just not quite? The sounds were also coming from the window beside the pregnant Anne’s bed."
369,77,Me in my old bedroom.,"It was a typical Friday night and I was in my bedroom watching TV. I was probably 12-years-old at the time. My bedroom was beside the helps’ quarters and from one of my windows I could see the entire maids’ area. I had been having some trouble sleeping a couple of weeks ago due to someone keeping me up by calling “Pssst” from my window. I figured it was just the maids making fun of me and I’d say, “Cut it out!” and sometimes they’d stop. Other times, they seemed to enjoy torturing me and would keep doing it for a long time until it drove me insane. Lately, however, it had stopped. I had completely forgotten about it until it happened again. “Pssst!” I heard it again. This time it happened earlier around 7PM instead of the usual 10-12PM annoyance. On the other side of the wall I could hear the maids’ were still eating. “Aha! You’re not getting away and fooling me this time!” I excitedly say to myself as I jogged from my room to their dining area to catch the culprit red-handed. A minute later when I got there, they were talking to each other and clearing the table. “All right, who did it?!” I asked in an angry tone and they looked at me like WTF? “Did what?” Jessica asked. “Don’t lie to me. I know one of you keeps pssst-ing me in the middle of the night and it’s really annoying!” They became quiet and looked at each other. I could see the genuine confusion on their faces. They also had an uncomfortable yet familiar expression, as though they knew what I was talking about but were surprised I mentioned it? Anne looked at me dead serious, “We aren’t the ones doing that to you and nobody said ‘pssst’ just right now.”"
378,78,My stepdad.,"My mom and her boyfriend broke-up and she eventually got together with my stepdad, who is very sensitive to the paranormal. When they were pregnant with their first child, my mom left her and Ken’s apartment and moved away to my stepdad’s city. They lived in my stepdad’s grandmother’s house that my stepdad inherited along with his siblings. The house was old and dim. My stepdad said that when he was single, his sister and her family moved to another house while his brother was rarely home because his work often took him to other cities. One early morning he was eating breakfast in the kitchen when from his peripheral vision he saw someone standing in the corner of the room. He ignored it until he saw the figure move and felt a presence walk directly behind him. The hairs on his neck stood on end and he turned around to see there was nobody else in the room except him. His siblings also claim to have similar experiences and sightings of a ghostly figure. When my mom got pregnant and moved in with him, the sightings became more frequent. Again, it was an apparition of a woman with long hair and a white dress. Whether it’s the same one that Ken, the maids, and hotel staff saw or whether it’s a different one, I don’t know. But my stepdad says that many times he would see the woman outside in the garden, slowly walking in front of their bedroom window. Then it escalated. He was talking to my mom when he looked up and saw the woman standing still right in front of their window, staring at my heavily pregnant mother. He told his sister who went to a local medicine man (shaman) to ask for help. The medicine man gave them the tail of a stingray and told them to hang it in their bedroom for protection. My stepdad said it apparently helped. He could still see the woman sometimes, but not as often as before and never as close as their window. After my mom gave birth, she and my stepdad decided to move in with my grandparents to save money and also so my stepdad, who is also an engineering graduate, could work for my grandpa. During this time I was already attending University in a different city. A few months after my parents moved back I visited them. Out of the blue my stepdad casually asked me, “Hey, when you were still using your old bedroom before did you ever feel… I don’t know, anything strange?” “Why?” I asked him, surprised. “When I’m walking by it or using the bathroom there I just feel like… there’s some strange presence there or something.” A few years later my grandmother hired a feng-shui expert to inspect and bless the house. He had these red little cards with Chinese writing on it that he’d hang on places he said had negative energy and those cards supposedly counteracted the negative energy or something. Without me or my stepdad mentioning anything to the feng-shui guy, guess where he placed a red card because he said it was an area of the house that had one of the most negative energies? Yep, my old bedroom."
392,79,My half-brother.,"My parents and even my brother’s nanny told me this. When my brother was still a baby (from 1-3 years old), he would sometimes begin laughing in his crib and looking at an empty space as if someone was there in front of him, playing with him. Sometimes it happened during daytime at other locations, but usually it was in the middle of the night when he was already in his crib. There’s a big public elementary school in the middle of the city. If you were going to our home from church, the park, or any other city location you’d most likely have to pass by this school. This also occurred when my brother was still young. Every time we’d pass by the school he would wave to someone then say, “Ate” (ah-teh which means big sister in Filipino). Same specific road, same specific part of the school. Even during weekends or on summer break when the school would be 100% empty, he would look up on that same certain spot on the school’s deserted second-floor classroom, wave, and say, “Ate.” He’s 9-years-old now and hasn’t done that or the crib thing in a long time. My parents, however, had another baby. He’s turning two-years-old next month. They say he’s beginning to do the exact same things…"
400,80,Chula Means Fox.,"My mom is Native American. She named my sister Chula which means fox. Most likely because of her name sake but maybe not ,my sister loved everything that had to do with a fox. Last November my mom was doing dishes at the sink and looking out the window at the woods like she always does. Well she looks up from the dishes to the edge of the woods and at that moment a Fox steps out of the woods. It sits on it’s hind legs and stares right at my moms face while she stares back through the window . She said it seemed like five minutes they stared at each other. Suddenly the fox got up turned around and slowly walked into the woods. my mom said her first thought was to call Chula tell her about the fox. My sister never answered she died in a head on collision that day due to some asshole drunk driver. My mom keeps looking for the fox. It has never come back."
401,81,Copper Queen Hotel ghost.,"I stayed in the Copper Queen Hotel in Bisbee, AZ. It has a number of fairly infamous hauntings. Usually, people report seeing women in 1900s-era dresses and miners and a little boy who supposedly drowned in a nearby stream. I was always fascinated with the paranormal growing up but never REALLY completely believed in ghosts (even now, my belief is TBD one way or the other). My mom threw herself into the interest head-first as well but she put a significant amount of trust in the hoax-y TV shows like Ghost Adventures and whatnot. I was moving out to AZ for college and before they dropped me at the dorms for my freshman year, my parents wanted to do an AZ tour. My mother BEGGED for us to stay at the Copper Queen since it’s been the focus of many a ghost hunting show. She downloaded a stupid hunting app too that “allowed ghosts to use their electromagnetic energy to choose words in the app and speak to you”. Obviously, it was a random word generator. The Copper Queen was GORGEOUS. Really well-maintained and antiquated. My mom immediately took my dad by the arm, ghost app pulled up, and dragged him to the bar/lounge area to look for ghosts. I took our bags upstairs and began unpacking. Okay, here’s the weirdness. As I unpacked between the two beds, I suddenly felt little tiny footsteps in the floor coming from the other side of my parents’ bed. I stopped and listened. Then I heard the footsteps coming closer and felt them stop directly in front of the gap between the two beds where I stood. My heart was racing like crazy and I was frozen in place. I finally gathered up the nerve to “ask” whatever it was, “Are you there?”. I was embarrassed the moment it came out of my mouth because it may very well have been a kid out in the hallway. I shit you not, guys. I heard a giggle. Something was giggling right in front of me. It was clear as day and sounded so close I thought I could touch the source. Then it stopped and the little footsteps ran around to the other side of my bed, it giggled and disappeared. I immediately ran out of the room into the hallway to look around and find a kid somewhere. But it was empty. My parents were just arriving to the room, as well. I asked them if they saw any kids running around by the elevators or stairs. They said no. I barely slept that night."
407,82,Historic Jefferson Hotel ghosts.,"My girlfriend and I stayed in room 14 at the “Historic Jefferson Hotel” in Jefferson, TX just for fun. She always “wanted” to stay in a haunted hotel so I obliged. Around 2 am I was abruptly woken by what seemed to be some drunk walking down the hall scratching the wall and rattling all the doorknobs as they were passed. Even saw the shadow under my door of what I believed to be someone walking past without stopping as our door knob rattled. Got up, opened the door to have a “word” with the prankster/jackass. However, no one in the hallway at all. Yet the scratching sound of the wall & “rattle” of door knobs on my side continued farther down the hall away from me one after the other. Forced myself back asleep and then woke up about 3 AM for an unknown reason. Just felt like someone was in the room, in the dark, standing and watching me/us. I just laid there, eyes open, refused to roll over and look. Laid there for what seemed to be an eternity until the feeling went away. Next thing you know it was dawn. Girlfriend experienced none of it. She slept through the whole thing. Oddest experience of my life so far."
412,83,The Man With The Suitcase And Brimmed Hat.,"Before I get to the story of the with the suitcase, I have to preface it a little bit. Many years ago, when I met my ex her and her family live in a mobile home. My ex has this younger sister, who is a bit messed up (in and out of pysch wards, etc..). My ex and her younger sister shared a room in the mobile home. While we were dating, and before my son was born; she told me this story about how her younger sister would wake up, and talk to the man in the hallway. The man always had a suitcase, and wore a brimmed hat. My ex and her family always dismissed them as, well the younger sister is a bit nuts. Flash forward a few years. My ex and I have a son together. Her parents moved out of the mobile home and into a house; and were renting the mobile home to my ex. Our son’s room was the exact same room my ex and her sister slept in. One night after our son had gone to bed, and was asleep for a long while (I checked on him), we heard him get out of bed. We figured he would come out of his room and ask to use the potty. Instead he started talking to someone. He said “hi and started talking about his favorite stuffed animal (at that time it was a ducky). Curious, I called back and asked who he was talking to. He pops his head out of his room, and informs me he’s talking to the man with a suitcase and is wearing a hat. At the time he was about 2 1/2, and never heard about his aunt seeing the same guy."
414,84,A Military Man Encounters True Horror.,"I should start off by saying my brother is not only a military man, but he’s your basic hetero “never let them see you cry” cliche of a military man. He’s not afraid of anything, well, except for the entire country of japan. This is his story. My brother joined the marines when he was 18 and was stationed in Japan. He really enjoyed his time there for a while. The girls, specifically. He made friends with some of the Japanese guys his age who worked around the base. On nights where him and his soldier friends had the night off, the local Japanese guys would show them around, bring them to bars, introduce them to girls, etc. One night, after a little drinking and no luck with girls, the guy invited my brother home to play video games. My brother accepted the invite and they played video games for a few hours. During this time, he tells my brother the main reason he wanted to get home early was because his little sister had been suffering from night terrors, causing her to wake up screaming, crying, and sometimes vomiting. He was worried about her and wanted to be home in case she had an episode. At this point in the story, I should explain how this guy’s house was shaped. The house was built in the shape of a horseshoe, with a garden in the middle. His bedroom was at the very edge of one side of the “U” shape and his sisters all the way at the other end. So they are essentially across the garden from each other. If he looks out of his window, he can see into hers and vice versa. So anyways, they decide to call it a night, and the Japanese guy walks over to the window to look across the garden into his sisters window, to check on her. He lifts the blind and peers out for a fraction of a second before jumping back screaming and looking at my brother like he just saw something horrible. My brother then goes to look and he stops him. He tells him that he saw a dark cloud with red eyes hovering over his sister’s sleeping body. My brother, naturally, does not believe him and decides to look for himself. He creeps quietly over to the window and lifts the blind but this time, he finds himself eye to eye with what he describes as a “dark black puff of smoke with a face”. My brother and this other guy admit that they got under the guys covers and stayed there until it was light outside, too afraid to lift the blankets and see that the smoky figure had come a little closer, and was in the room with them, just on the other side of the thin sheets. I don’t know what to believe, or if maybe they drank more than what they said they did that night and imagined it all, but I know my brother believes what he saw. He sticks to his story, and when he tells it, he looks like someone who saw something truly sinister."
421,85,"Shaped Like A Person, But Not A Person.","This occurrence didn’t happen to me, but to my grandmother. It would have taken place in the 1930’s. My grandmother was a young teen at the time and she lived with her mother and five siblings in an old house in the middle of the woods. The area was the Ozark Mountains in southern Missouri. My grandmother had got into a fight with her mother. She took off into the woods all day to get away from her for a while. When it got dark she decided to come home. When she got home, the doors were locked and everyone was in bed. There was an old cot sitting outside the house and she decided to just sleep on the cot until morning. In the morning when she woke up, there was some creature sitting at the end of the cot. It has been 15 years since I have heard this story, and she only told me once, so my memory is a little fuzzy. I remember she said it was really ugly and had a full set of sharp teeth. It was shaped like a person but didn’t look like a person. She said that it just sat there and smiled at her with its abnormally large mouth of sharp teeth. When she started to get up from the cot to get away, it would start to get up and move towards her. When she would sit back down, it would sit back down. She sat there staring at it for a few seconds and it continued to sit and smile at her. The creature was sitting between her and the front door. She finally jumped up and made a run for the back door. When she got to the back door it was locked but her mother was in the kitchen making biscuits. She was banging on the door screaming to be let in and her mother told her to go around to the front because her hands were covered in dough. My grandmother screamed she couldn’t and was frantic enough that her mother ran to let her in. She told her mother what she had seen. She had my grandmother’s two brothers take the cot out to the woods and chop it up and burn it."
426,86,The Cateyote. ,"So about 5 years ago, some friends and I went camping in Oconee State Park in South Carolina. We were in high school and went with our school ROTC instructor. This guy was in his 50’s but still a damn ox. He was a Sergeant Major while in the Army and was the definition of badass. So, the first night camping it was really cold so we decided to sleep around the fire. We woke up all at same time in the middle of the night to the smell of wet dog and rotten flesh. We decided it might just be the damp leaves and we sleep through the rest of the night. Well, we wake up the next morning and there were paw prints all over the place. I’m not talking just around the outskirts of the site, I mean there were paw prints 4 feet away from where I laid my head that night. We were all pretty creeped out so we decided to head into town to get some lunch. We stayed in town the rest of the day and headed back to the site around dusk. My friends and I are in the back of the truck as we drive down the gravel road to the site. Then all of a sudden, Sargent Major slammed on the breaks and we came to a stop in the middle of the road. We all jumped up and looked over the cab to see what it was. Standing in the middle of the road was a hairless animal, around 50lbs, standing on its hind legs. While still on its back legs, it walked to the side of the road and let out this god awful screeching noise. It darted into the woods and left us all frozen in fear. Then we smelt it. It was the same terrible smell from the night before. We got into the cab and I saw Sargent Major like I had never seen him. I was absolutely terrified. The animal/creature we saw shook him to his core. We drove in silence for the rest of the ride back to the site. When we got there he told us that we were leaving and too pack everything up. None of us have been back since and Sargent Major won’t let ROTC camp there anymore. We agreed that what we saw looked like a mix between a bob cat and a coyote, but walked like a bear on its back legs. We named it the Cateyote. A few of my friends who hadn’t heard the story decided to go up there one day and said the entire area gave off a really creepy vibe and decided to leave. After I told them the story, it sealed the deal that none of us will be going back."
428,87,The Kid Next Door.,"When I was 6 years old we lived in the center of the set of 3 very similar houses. I remember ours was Purple, the one to the left was blue and the one to the right was yellow. I recently had bought one of those big inflatable bouncy balls from Walmart, and had no-one to play with me so I played with it in the backyard by myself. After school one day I accidentally hit the ball to the yellow house side of the fence. I was going to ask my mom what to do but a kid on the other side hit it back over for me. Thinking we could play, I hit it back over and he returned it. It became a daily thing and I would just hit the ball back and forth with him until I got bored after school. The kid wouldn’t respond to any questions I had so I assumed he was just shy. At one point I hit it over and he didn’t return it, so I asked my mom if I could climb the fence and go get it. She Was never outside with me, so she always thought I was playing alone I guess. We only got the house because my mom was friends with the landlord and the houses were recently built. She told me that no-one had ever lived there, they were still trying to sell it. We moved not long after, but I still have no idea who was returning that ball to me."
430,88,The bunker.,"I live in the north of Switzerland. We have a lot of old military bunkers from the Second World War. When I was 7 or 8 years old, three friends of mine and I went out to explore one of these bunkers who was built on a hill inside a small forest. The main door was jammed, so we had to break it up. We found a big log nearby and used it as a battering ram. After many tries the door won’t budge. But there was a peephole. It was about 10 cm (4 inch) in diameter. We opened it and illuminated the dark inside. There was a long, ruined and dark hallway with rooms on the left and right side. We couldn’t see the end of the hallway. It was just too long. Every one of us wanted to catch a glimpse of the inside, when one of my friends says: “There is a small light at the end of the hallway”. This light was not there when I watched trough the peephole. So I pushed him away and took a second look. What I saw gave me a shiver. There was not a small light, it looked more like a flashlight pointed directly towards me and behind it was a silhouette of a person. I walked a few steps back and said: “There is someone in there!” At the same moment someone (or something) knocked on the door from the inside of the bunker. This was the moment we got into panic, start screaming and run away. I was so scared I run straight home and locked the door. On the next day in school, my friends and I talked about the event. We came to the explanation that probably some older Kids have played a prank on us. One week later we went to the same bunker again. But as we saw, the welded connection, that should keep the door locked, where rusty and not broken, we just left without saying a word to each other. It was impossible someone opened this door before us, and this was the only entrance. I still live in the same region. Standing in front of this door again was not very comfortable. The story happened 20 years ago. But it still looks the same."
434,89,On the sofa.,Years ago I fell asleep on my mother’s living room sofa. She was already in bed but my brother was out somewhere. Some time in the middle of the night I woke up to see someone standing over me and covering me with a blanket. It looked like a man wearing a bandana. I assumed it was my brother but thought it was strange for him to be wearing that. The next morning I asked him about it and he said he didn’t even come into the living room when he came home and it wasn’t him who covered me up. My mother also denied doing it and no one else was in the house that night. I didn’t really find that creepy until a while later when one of my aunts stayed at my mom’s house and reported the exact same thing happened to her. Apparently there was a ghost in that house that wanted to make sure people were tucked in when they fell asleep on the sofa. Could be worse!
435,90,The farmer.,"My mother in law was a very funny and cool woman. She and my wife were really close and sadly, she passed away when our son was about 4 months old. Flash forward a few years. We live in an old 1930s era craftsman house in Pasadena, CA. Our son is about 3. I was giving him a bath one night and he starts looking over my shoulder, not at random stuff, but at something. A moment passes and he asks me why Grandma calls Mommy a funny name. Long pause. I asked him what he meant thinking he was talking about MY mom. He then says why does Grandma call Mommy ****** (My mother in laws nickname for my wife). I was really set back by this. My wife and I never used the nickname, it was just what her mom called her since she was a baby. I asked him where he heard that. His reply: “The Farmer told me” I asked him who the farmer was and he replied “his friend.” I tell my wife this story later and she’s of course reduced to tears over the whole nickname thing. We both know there is no way for him to know this and we just kinda marvel at it. Flash forward to the next weekend and my son is playing in his room. My wife is at work (retail) and I’m home (I worked M-F). I hear him start talking like he’s having a conversation. He’s saying things like “yes” “no” “I don’t know that” then some laughing. I go into his room and ask him what hes doing and he says playing. I ask with who. He says The Farmer. At this point I’m already thinking about the fucking Exorcist movie and Captain Howdy. It’s a little unsettling. I ask him where the Farmer is. He says he left when I came in. THE FUCK. So my wife gets home and I tell her this and now shes just as weirded out as I am. We have no idea what do and figure if it happens again we’ll do something. A few days later in the middle of the night we both over hear our son saying the following: “Grandma says you and I can’t be friends anymore.” Wife and I go check on him, both of us a little freaked. He’s just sitting up in bed. I ask if he’s ok and he says yea, Grandma says i cant play with the Farmer anymore. He never once mentioned the Farmer again. Not ever. He’s 13 now and doesn’t remember any of it. We do though."
446,91,The boy who hung himself.,"Was at a friend’s house when I passed out on the couch. Woke up a bit later and realized it was time for me to go. Got up and noticed my buddies light on in his room but the door was shut. Walked by the door and told him I was leaving because I had to work in the am. He said “YUP, SEE YA!” Went to fridge to grab my drink. Walked back by his room and said “later dude”. He said “YUP.” Something didn’t seem legit, didn’t sound quite like him so I opened the door….. No one there…. No one in the house. Went outside and his truck was gone. I freaked the fuck out. Called his cell an he had left to go to McDonald’s 15 minutes prior. I bolted outside and waited for him to get home. He told me the kid that use to live there years ago hung himself In the attic an ever since he lived there he has notice strange things and voices. This was confirmed by the neighbor… The kids older brother! After that just about anyone who goes over there has a weird experience. My buddy has dealt with it for years. When it gets weird he yells out loud “LEAVE ME ALONE” and he says the weird vibes stop for a bit. But they always come back."
447,92,A call from grandma.,"My mom had a seizure in her sleep (she was epileptic), got wrapped up in her blankets, and suffocated herself. Paramedics were able to get her breathing again, and loaded her into an ambulance. This was very early in the morning, like 4:30 am. I was tasked with calling family to tell them my mother was in the hospital. The first and most important phone call I had to make was to my grandmother, her mother. Before I had a chance to grab the phone and call, the phone rang. It was my grandmother calling. This would have been about 5:30 in the morning, but about 2:30 in the morning in her time zone. She wanted to tell us that she’d seen my mother bathed in golden light, and claimed they’d talked and that she was dead, but headed to a better place now. At this point I didn’t know my mother was going to die. My father was at the hospital with her, and didn’t know she was going to die yet. The doctors didn’t know she was brain dead yet. But somehow my grandmother knew and contacted me. Incredibly spooky."
451,93,The phone call.,"There was this lady (we’ll call her Annie) that was a friend of my mom’s and I lived with her for a few months after college. I worked 2nd shift, so I was up late watching TV after everyone else was in bed. Annie comes walking into the living room, half asleep. I say, “What’s going on, Annie?” and she says, “My grandmother just called.” I’m like, “Nooooo, no one has called.” She insists that she just talked to her grandmother and that her grandmother called to tell her goodbye and now she wants to call her family to check on her. “Nonsense,” I say. “It was just a dream. Don’t bother your family in the middle of the night. Go back to bed and call them in the morning.” And she goes back to bed. About an hour later, I’m just getting into bed when the phone rings. No, shit. And it’s her family calling to tell her that her grandmother died about an hour ago. The grandmother was old, but not sick or on death’s bed or anything. Annie did not remember any of this the next day and we never spoke of it. I thought about this for years and struggled with labeling it a ghost story or just an eerie coincidence. My skeptical and logical tendencies decided to label it a coincidence. The only times I have re-told this story have been to people who do not know Annie in situations where everyone is telling their “ghost-stories.” THEN About a decade later, Annie died unexpectedly. I went to her funeral and her brother delivered a eulogy. In it, he tells this story. When Annie was about 4, her great-grandmother died. All the family was gathered in the house and someone noticed that little Annie had disappeared. After a brief search, they found her in a bedroom, rolling on the floor laughing. “What on earth are you laughing about, Annie?” and little Annie replies, “Great-grandma was tickling me. She came to tell me goodbye.”"
463,94,Children. Stop. Now.,"Many years ago, as a 14 year old, staying overnight at a friends house, with 3 other friends, similar ages. We’d all grown up together, except one, who was a cousin of the kid who lived there, and we’d never met him before. His older sister, 16 at the time, was the babysitter while the parents were out for the evening. She decides to unearth a ouija board from a cupboard somewhere, and thinks it’ll be a laugh to scare us shitless. This was back in the days, when you could buy ouija boards as a ‘board game’ from your local toy store. So we all gather round, and she starts off with a kind of yes/no lie detector, directing questions to the each of us in turn. Cue nervous giggles, but also a feeling of unease, as we all began to feel like this was awesomely amazing, like some kind of secret that we’d all been unaware of before. Shit gets strange, when the sister asks out loud, that ‘if anybody is here, please show yourself’. A pause of a few seconds, and then a framed picture falls off the wall, and onto the floor. Naturally, we all freak the fuck out. She calms us all down, and insists we go back to the board, because we have to help whoever knocked the picture down. Ashen faced and hearts pounding, we start asking questions (And I should also add, the pointer is moving smoothly and rapidly, in a completely different manner than before.) Are you in the room? Pointer says yes. Are you a man? Pointer says no. Do you need help? Pointer says no. What’s your name? Pointer spells out S-A-R-A-H. Tell us a secret, we ask… pointer spells out FLIPACOIN. So we did. Someone leaves the table and gets a 10p piece from out of the loose change jar in the kitchen. This was in the days when 10p coins were big and chunky. The coin goes spinning high up into the air…as we watch it coming down, it stops spinning and serenely falls edge down to land on the table. When I say land, it didn’t bounce, it didn’t rock, it just came down and met the table, perfectly balanced on it’s edge, as if someone had reached out, and gently placed it there Breaking the silence, the pointer starts moving again. Seemingly random letters, we soon realize they’re initials, including middle names. Family tradition for my friend and his sister was to have 3 middle names, something not all of us knew. Aside from the brother and the cousin, no-one else would have known the older sister’s full name, and we’d met the cousin for the first time that night. Somehow, every person present, had their initials correctly spelled out to them. Pointer pauses, and then spells out 3 last words. CHILDREN. STOP. NOW. Took me many many weeks to be able to sleep properly. No one told their parents, and over the years it became our collective shared secret. Couldn’t rationalize it then, still cant rationalize it today."
473,95,The ghost hunter.,"I’m super skeptical but my friend does all kinds of ghost hunt things. I go along with him sometimes because it’s very different and always a silly experience. Except once, when we were ‘going over the evidence.’ I do a lot of his sound work, and I was with him this particular time so we’re going through the audio and he hears something that sounds like a piano playing, I stick it into goldwave and clean it up immensely. It fades in slowly, and fades out slowly; it’s clear as day. There was no piano in the house, no power in the house, no access to radio (this was in the middle of NOWHERE), and the closest neighbor was approximately one mile away. We also didn’t hear it during the time it was playing, so only the equipment picked it up. Goddamn it gave me chills with zero explanation. There were several other unexplainable pictures/noises that we picked up but NOTHING to that magnitude. I think I still have it on my computer. Not a creepy clip at all, but the context makes it so I think."
